,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song
19772,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",,,,,,,,,,,,,,,Cory,['Cory'],Fire Sign
19773,['country rock'],,,,,,,,,,,,,,,Exile,['Exile'],Try It On
19774,,,,,,,,,,,,,,,,The Philarmonics,['The Philarmonics'],For Elise
19784,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,James Brown,['James Brown'],Bodyheat (Part 1)
19787,,,,,,,,,,,,,,,,Marilyn McCoo,"['Marilyn McCoo', 'Billy Davis Jr.']",You Don't Have To Be A Star (To Be In My Show)
19790,['disco'],,,,,,,,,,,,,,,Love Unlimited Orchestra,['Love Unlimited Orchestra'],Theme From King Kong (Pt. I)
19793,"['art rock', 'dance pop', 'dance rock', 'disco', 'electronica', 'new romantic', 'new wave', 'new wave pop']",,,,,,,,,,,,,,,Grace Jones,['Grace Jones'],Sorry/That's The Trouble
19796,[],,,,,,,,,,,,,,,Danny White,['Danny White'],Dance Little Lady Dance
19801,"['disco', 'funk rock']",,,,,,,,,,,,,,,Wild Cherry,['Wild Cherry'],Baby Don't You Know
19803,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']",,,,,,,,,,,,,,,Johnny Rivers,['Johnny Rivers'],Ashes And Sand
19806,,,,,,,,,,,,,,,,Henhouse Five Plus Too,['Henhouse Five Plus Too'],In The Mood
19809,,,,,,,,,,,,,,,,Boney M.,['Boney M.'],Daddy Cool
19813,"['chicago soul', 'classic soul', 'disco', 'funk', 'girl group', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",,,,,,,,,,,,,,,The Emotions,['The Emotions'],I Don't Wanna Lose Your Love/Flowers
19815,['modern downshift'],,,,,,,,,,,,,,,Automatic Man,['Automatic Man'],My Pearl
19817,,,,,,,,,,,,,,,,Barry DeVorzon,"['Barry DeVorzon', 'Perry Botikin Jr.']",Bless The Beasts And Children
19818,,,,,,,,,,,,,,,,Rick Dees,"['Rick Dees', 'His Cast Of Idiots']",Dis-Gorilla (Part 1)
19819,[],,,,,,,,,,,,,,,Gene Cotton,['Gene Cotton'],You've Got Me Runnin'
19828,"['bubblegum pop', 'soft rock']",,,,,,,,,,,,,,,Starland Vocal Band,['Starland Vocal Band'],Hail! Hail! Rock And Roll!
19834,['truck-driving country'],,,,,,,,,,,,,,,Rod Hart,['Rod Hart'],C.b. Savage
19836,[],,,,,,,,,,,,,,,Gabriel Kaplan,['Gabriel Kaplan'],Up Your Nose
19842,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",,,,,,,,,,,,,,,Kool,"['Kool', 'The Gang']",Open Sesame - Part 1
19846,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",,,,,,,,,,,,,,,Rush,['Rush'],Fly By Night/In The Mood
19848,,,,,,,,,,,,,,,,Rick Dees,"['Rick Dees', 'His Cast Of Idiots']",Disco Duck (Part I)
19850,,,,,,,,,,,,,,,,Barry DeVorzon,"['Barry DeVorzon', 'Perry Botikin Jr.']",Nadia's Theme (The Young And The Restless)
19854,[],,,,,,,,,,,,,,,Dickey Lee,['Dickey Lee'],"9,999,999 Tears"
19856,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",,,,,,,,,,,,,,,KISS,['KISS'],Beth/Detroit Rock City
19858,,,,,,,,,,,,,,,,L.A. Jets,['L.A. Jets'],Prisoner (Captured By Your Eyes)
19859,,,,,,,,,,,,,,,,Mary Kay Place As Loretta Haggers,['Mary Kay Place As Loretta Haggers'],Baby Boy
19860,"['dance pop', 'hollywood', 'new wave pop', 'pop']",,,,,,,,,,,,,,,Cher,['Cher'],Pirate
19864,,,,,,,,,,,,,,,,The Walter Murphy Band,['The Walter Murphy Band'],Flight '76
19874,,,,,,,,,,,,,,,,Bumble Bee Unlimited,['Bumble Bee Unlimited'],Love Bug
19889,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Hamilton,"['Hamilton', ' Joe Frank', 'Dennison']",Don't Fight The Hands (That Need You)
19893,"['french indie pop', 'french indietronica', 'new french touch']",,,,,,,,,,,,,,,Blaze,['Blaze'],Silver Heels
19903,,,,,,,,,,,,,,,,The Keane Brothers,['The Keane Brothers'],Sherry
19908,[],,,,,,,,,,,,,,,The Hudson Brothers,['The Hudson Brothers'],Help Wanted
19912,[],,,,,,,,,,,,,,,Terry Cashman,['Terry Cashman'],"Baby, Baby I Love You"
19921,"['bossa nova jazz', 'brazilian jazz', 'jazz funk', 'jazz fusion', 'soul jazz']",,,,,,,,,,,,,,,Deodato,['Deodato'],Peter Gunn
19932,['deep soft rock'],,,,,,,,,,,,,,,John Valenti,['John Valenti'],Anything You Want
19935,[],,,,,,,,,,,,,,,Ray Sawyer,['Ray Sawyer'],(one More Year Of) Daddy's Little Girl
19941,[],,,,,,,,,,,,,,,Henry Gross,['Henry Gross'],Someday (I Didn't Want To Have to be the One)
19952,['country rock'],,,,,,,,,,,,,,,Silver,['Silver'],Wham Bam (Shang-A-Lang)
19956,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",,,,,,,,,,,,,,,Neil Diamond,['Neil Diamond'],Don't Think....Feel
19957,"['bubblegum pop', 'soft rock']",,,,,,,,,,,,,,,Starland Vocal Band,['Starland Vocal Band'],California Day
19961,"['motown', 'northern soul']",,,,,,,,,,,,,,,Dobie Gray,['Dobie Gray'],"Find 'Em, Fool 'Em & Forget 'Em"
19966,"['soft rock', 'yacht rock']",,,,,,,,,,,,,,,Starbuck,['Starbuck'],I Got To Know
19968,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']",,,,,,,,,,,,,,,Neil Sedaka,['Neil Sedaka'],You Gotta Make Your Own Sunshine
19976,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm']",,,,,,,,,,,,,,,Tavares,['Tavares'],Heaven Must Be Missing An Angel (part 1)
19991,[],,,,,,,,,,,,,,,Diana Williams,['Diana Williams'],Teddy Bear's Last Ride
19999,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'country rock', 'folk', 'mellow gold', 'soft rock']",,,,,,,,,,,,,,,Helen Reddy,['Helen Reddy'],I Can't Hear You No More/Music Is My Life
20000,[],,,,,,,,,,,,,,,Lady Flash,['Lady Flash'],Street Singin'
20009,,,,,,,,,,,,,,,,Ja-Kki,['Ja-Kki'],Sun...Sun...Sun...Pt. I
20014,"['brill building pop', 'doo-wop', 'rock-and-roll']",,,,,,,,,,,,,,,Barry Mann,['Barry Mann'],The Princess And The Punk
20020,['gospel'],,,,,,,,,,,,,,,Shirley,"['Shirley', 'Squirrely']",Hey Shirley (This Is Squirrely)
20027,[],,,,,,,,,,,,,,,Ellison Chase,['Ellison Chase'],Let's Rock
20038,"['alternative rock', 'pop rock', 'post-grunge', 'rock']",,,,,,,,,,,,,,,Spin,['Spin'],Grasshopper
20039,['classic uk pop'],,,,,,,,,,,,,,,Maxine Nightingale,['Maxine Nightingale'],Gotta Be The One
20045,['classic uk pop'],,,,,,,,,,,,,,,John Miles,['John Miles'],Highfly
20049,[],,,,,,,,,,,,,,,Disco Tex,"['Disco Tex', 'The Sex-O-Lettes', 'Sir Monti Rock III']",Dancin' Kid
20054,"['brill building pop', 'country rock', 'folk', 'traditional folk']",,,,,,,,,,,,,,,Bobbie Gentry,['Bobbie Gentry'],Ode To Billy Joe - Main Title
20058,[],,,,,,,,,,,,,,,David Crosby/Graham Nash,['David Crosby/Graham Nash'],Out Of The Darkness
20061,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']",,,,,,,,,,,,,,,Neil Sedaka,['Neil Sedaka'],Steppin' Out
20063,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Hamilton,"['Hamilton', ' Joe Frank', 'Dennison']",Light Up The World With Sunshine
20075,,,,,,,,,,,,,,,,The Deadly Nightshade,['The Deadly Nightshade'],"Mary Hartman, Mary Hartman"
20078,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Broadway,['Broadway'],You To Me Are Everything
20080,,168.12,False,0.8259999999999998,0.6129999999999999,0.0,-8.63,1.0,0.0408,0.516,0.00974,0.191,0.962,104.514,4.0,Cate Bros.,['Cate Bros.'],Can't Change My Heart
20085,['contemporary gospel'],,,,,,,,,,,,,,,Revelation,['Revelation'],"You To Me Are Everything, Part I"
20089,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",,,,,,,,,,,,,,,The Rolling Stones,['The Rolling Stones'],Hot Stuff/fool To Cry
20102,"['classic country pop', 'country', 'country rock']",,,,,,,,,,,,,,,T.G. Sheppard,['T.G. Sheppard'],Solitary Man
20107,[],,,,,,,,,,,,,,,Special Delivery,"['Special Delivery', 'Terry Huff']",The Lonely One
20115,"['folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",,,,,,,,,,,,,,,Harry Chapin,['Harry Chapin'],Better Place To Be (Parts 1 & 2)
20116,,,,,,,,,,,,,,,,Marilyn McCoo,"['Marilyn McCoo', 'Billy Davis Jr.']",I Hope We Get To Love In Time
20119,['northern soul'],,,,,,,,,,,,,,,Dana Valery,['Dana Valery'],Will You Love Me Tomorrow
20120,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Isley Brothers,['The Isley Brothers'],Who Loves You Better - Part 1
20121,"['comedy', 'comic']",,,,,,,,,,,,,,,Bill Cosby,['Bill Cosby'],"Yes, Yes, Yes"
20127,,,,,,,,,,,,,,,,Sundown Company,['Sundown Company'],Norma Jean Wants To Be A Movie Star
20130,,,,,,,,,,,,,,,,Fleetwood Mac,['Fleetwood Mac'],Rhiannon (Will You Ever Win)
20135,[],,,,,,,,,,,,,,,Lee Garrett,['Lee Garrett'],You're My Everything
20137,[],,,,,,,,,,,,,,,The Steve Gibbons Band,['The Steve Gibbons Band'],Johnny Cool
20140,"['french worship', 'world worship']",,,,,,,,,,,,,,,Impact,['Impact'],Happy Man (Pt. I)
20148,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']",,,,,,,,,,,,,,,Neil Sedaka,['Neil Sedaka'],Love In The Shadows
20150,,,,,,,,,,,,,,,,The Don Harrison Band,['The Don Harrison Band'],Sixteen Tons
20152,,287.506,False,0.628,0.8439999999999999,10.0,-8.028,1.0,0.0432,0.0925,0.062,0.0519,0.774,123.916,12.0,Cate Bros.,['Cate Bros.'],Union Man
20155,,,,,,,,,,,,,,,,Johnny Cash,"['Johnny Cash', 'The Tennessee Three']",One Piece At A Time
20160,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,Bobby Vinton,['Bobby Vinton'],Save Your Kisses For Me
20165,"['adult standards', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Elvis Presley,['Elvis Presley'],Hurt/for The Heart
20167,['nashville sound'],,,,,,,,,,,,,,,Jimmy Dean,['Jimmy Dean'],I.O.U.
20172,,,,,,,,,,,,,,,,The Champs' Boys Orchestra,"[""The Champs' Boys Orchestra""]",Tubular Bells
20175,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock']",,,,,,,,,,,,,,,Glen Campbell,['Glen Campbell'],Don't Pull Your Love/then You Can Tell Me Goodbye
20194,"['blues rock', 'classic rock', 'country rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock']",,,,,,,,,,,,,,,John Fogerty,['John Fogerty'],You Got The Magic
20204,[],,,,,,,,,,,,,,,Richard Cocciante,['Richard Cocciante'],When Love Has Gone Away
20206,,,,,,,,,,,,,,,,Cledus Maggard,"['Cledus Maggard', ""The Citizen's Band""]",Kentucky Moonrunner
20207,,,,,,,,,,,,,,,,The Heyettes,['The Heyettes'],The Fonz Song
20210,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Hamilton,"['Hamilton', ' Joe Frank', 'Reynolds']",Everyday Without You
20212,['bubblegum pop'],,,,,,,,,,,,,,,Jim Stafford,['Jim Stafford'],Jasper
20215,['classic uk pop'],,,,,,,,,,,,,,,Sutherland Brothers,"['Sutherland Brothers', 'Quiver']",Arms Of Mary
20216,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,Bobby Vinton,['Bobby Vinton'],Moonlight Serenade
20223,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Miracles,['The Miracles'],Love Machine (Part 1)
20226,[],,,,,,,,,,,,,,,Donny Gerrard,['Donny Gerrard'],Words (are Impossible)
20231,['rare groove'],,,,,,,,,,,,,,,Rhythm Heritage,['Rhythm Heritage'],Theme From S.W.A.T.
20245,[],,,,,,,,,,,,,,,Charlie Ross,['Charlie Ross'],Without Your Love (mr. Jordan)
20252,[],,,,,,,,,,,,,,,Gaylord,"['Gaylord', 'Holiday']",Eh! Cumpari
20254,,,,,,,,,,,,,,,,B.C.G. (B.C. Generation),['B.C.G. (B.C. Generation)'],Street Talk
20255,"['chanson', 'french pop', 'french rock', 'ye ye']",,,,,,,,,,,,,,,Michel Polnareff,['Michel Polnareff'],If You Only Believe (Jesus For Tonite)
20262,,,,,,,,,,,,,,,,Cledus Maggard,"['Cledus Maggard', ""The Citizen's Band""]",The White Knight
20265,[],,,,,,,,,,,,,,,Terry Bradshaw,['Terry Bradshaw'],I'm So Lonesome I Could Cry
20266,,,,,,,,,,,,,,,,Michael Zager's Moon Band/Peabo Bryson,"[""Michael Zager's Moon Band/Peabo Bryson""]",Do It With Feeling
20268,"['glam rock', 'mellow gold', 'piano rock']",,,,,,,,,,,,,,,Elton John,['Elton John'],Grow Some Funk Of Your Own/I Feel Like A Bullet (In The Gun Of Robert Ford)
20272,"['motown', 'northern soul']",,,,,,,,,,,,,,,Dobie Gray,['Dobie Gray'],If Love Must Go
20275,,,,,,,,,,,,,,,,The Wing,"['The Wing', 'A Prayer Fife', 'Drum Corps.']",Baby Face
20282,[],,,,,,,,,,,,,,,Brown Sugar,['Brown Sugar'],The Game Is Over (What's The Matter With You)
20287,,,,,,,,,,,,,,,,The Disco Sound Of Andre Gagnon,['The Disco Sound Of Andre Gagnon'],Wow
20306,[],,,,,,,,,,,,,,,Jonathan Cain,['Jonathan Cain'],'til It's Time To Say Goodbye
20317,"['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",,,,,,,,,,,,,,,Jim Croce,['Jim Croce'],Chain Gang Medley
20318,"['adult standards', 'mellow gold', 'soft rock']",,,,,,,,,,,,,,,Dan Hill,['Dan Hill'],Growin' Up
20325,[],,,,,,,,,,,,,,,People's Choice,"[""People's Choice""]",Nursery Rhymes (Part I)
20326,"['dutch pop', 'eurodance', 'europop', 'italian disco']",,,,,,,,,,,,,,,C.C.,"['C.C.', 'Company']",Daydreamer
20334,"['classic soul', 'motown', 'northern soul', 'soul', 'southern soul']",,,,,,,,,,,,,,,Edwin Starr,['Edwin Starr'],Abyssinia Jones
20339,"['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",,,,,,,,,,,,,,,Bob Dylan,['Bob Dylan'],Hurricane (Part 1)
20344,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",,,,,,,,,,,,,,,Bruce Springsteen,['Bruce Springsteen'],Tenth Avenue Freeze-out
20345,"['bebop', 'cool jazz', 'hard bop', 'jazz saxophone', 'soul jazz']",,,,,,,,,,,,,,,Houston Person,['Houston Person'],Disco Sax/for The Love Of You
20352,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,Olivia Newton-John,['Olivia Newton-John'],Let It Shine/He Ain't Heavy...He's My Brother
20353,,,,,,,,,,,,,,,,Conway Twitty with Joni Lee,['Conway Twitty with Joni Lee'],Don't Cry Joni
20355,[],,,,,,,,,,,,,,,Biddu Orchestra,['Biddu Orchestra'],I Could Have Danced All Night/Jump For Joy
20357,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Isley Brothers,['The Isley Brothers'],For The Love Of You (Part 1&2)
20361,,,,,,,,,,,,,,,,The Atlanta Disco Band,['The Atlanta Disco Band'],Bad Luck
20363,[],170.506,False,,,,,,,,,,,,13.0,S.S.O.,['S.S.O.'],Tonight's The Night
20364,[],,,,,,,,,,,,,,,The Road Apples,['The Road Apples'],Let's Live Together
20368,['traditional soul'],,,,,,,,,,,,,,,Debbie Taylor,['Debbie Taylor'],I Don't Wanna Leave You
20380,"['blues rock', 'classic rock', 'country rock', 'hard rock', 'southern rock']",,,,,,,,,,,,,,,Black Oak Arkansas,['Black Oak Arkansas'],Strong Enough To Be Gentle
20382,[],,,,,,,,,,,,,,,AWB,['AWB'],School Boy Crush
20383,[],161.784,False,,,,,,,,,,,,0.0,Purple Reign,['Purple Reign'],This Old Man
20388,,,,,,,,,,,,,,,,Moonlion,['Moonlion'],The Little Drummer Boy
20391,[],,,,,,,,,,,,,,,David Geddes,['David Geddes'],The Last Game Of The Season (A Blind Man In The Bleachers)
20394,,,,,,,,,,,,,,,,Kenny Starr,['Kenny Starr'],The Blind Man In The Bleachers
20397,[],,,,,,,,,,,,,,,The Eleventh Hour,['The Eleventh Hour'],Hollywood Hot
20409,"['deep disco', 'disco', 'philly soul', 'post-disco']",,,,,,,,,,,,,,,The Ritchie Family,['The Ritchie Family'],I Want To Dance With You (Dance With Me)
20411,['classic soul'],,,,,,,,,,,,,,,Pete Wingfield,['Pete Wingfield'],Eighteen With A Bullet
20416,[],,,,,,,,,,,,,,,The Hudson Brothers,['The Hudson Brothers'],Lonely School Year
20417,[],,,,,,,,,,,,,,,David Crosby/Graham Nash,['David Crosby/Graham Nash'],Carry Me
20418,[],,,,,,,,,,,,,,,Firefly,['Firefly'],Hey There Little Firefly Part I
20421,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']",,,,,,,,,,,,,,,Linda Ronstadt,['Linda Ronstadt'],Heat Wave/love Is A Rose
20428,[],,,,,,,,,,,,,,,Jim Gilstrap,['Jim Gilstrap'],I'm On Fire
20429,['british blues'],,,,,,,,,,,,,,,Jim Capaldi,['Jim Capaldi'],Love Hurts
20432,,,,,,,,,,,,,,,,People's Choice,"[""People's Choice""]",Do It Any Way You Wanna
20438,"['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm']",,,,,,,,,,,,,,,B.T. Express,['B.T. Express'],Give It What You Got/Peace Pipe
20439,,,,,,,,,,,,,,,,Ron Banks,"['Ron Banks', 'The Dramatics']",(I'm Going By) The Stars In Your Eyes
20440,[],,,,,,,,,,,,,,,U.S. 1,['U.S. 1'],Bye Bye Baby
20452,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",,,,,,,,,,,,,,,The Allman Brothers Band,['The Allman Brothers Band'],Nevertheless/Louisiana Lou And Three Card Monty John
20456,"['funk', 'rare groove']",,,,,,,,,,,,,,,The Jimmy Castor Bunch,['The Jimmy Castor Bunch'],King Kong - Pt. I
20460,['album rock'],,,,,,,,,,,,,,,Roger Daltrey,['Roger Daltrey'],Come And Get Your Love
20463,,,,,,,,,,,,,,,,John Livigni,['John Livigni'],Machines
20469,['plunder'],,,,,,,,,,,,,,,The Grateful Dead,['The Grateful Dead'],The Music Never Stopped
20471,[],,,,,,,,,,,,,,,Cheech,"['Cheech', 'Chong']",(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P
20473,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",,,,,,,,,,,,,,,B.J. Thomas,['B.J. Thomas'],Help Me Make It (To My Rockin' Chair)
20478,['southern soul'],,,,,,,,,,,,,,,Arthur Alexander,['Arthur Alexander'],Every Day I Have To Cry Some
20482,['theme'],,,,,,,,,,,,,,,Mike Post,['Mike Post'],Manhattan Spiritual
20489,['outlaw country'],,,,,,,,,,,,,,,Jessi Colter,['Jessi Colter'],What's Happened To Blue Eyes/You Ain't Never Been Loved (Like I'm Gonna Lov
20492,['finnish punk'],,,,,,,,,,,,,,,Katfish,['Katfish'],Dear Prudence
20497,[],,,,,,,,,,,,,,,Vicki Lawrence,['Vicki Lawrence'],The Other Woman
20501,"['baroque pop', 'chamber pop', 'freak folk', 'funk', 'indie folk', 'indie rock', 'neo-psychedelic', 'new americana', 'stomp and holler']",,,,,,,,,,,,,,,Cotton,"['Cotton', ' Lloyd', 'Christian']",I Go To Pieces
20506,[],,,,,,,,,,,,,,,David Bellamy,['David Bellamy'],Nothin' Heavy
20511,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",,,,,,,,,,,,,,,Aretha Franklin,['Aretha Franklin'],Mr. D.J. (5 For The D.J.)
20512,,,,,,,,,,,,,,,,Paul Anka/Odia Coates,['Paul Anka/Odia Coates'],(I Believe) There's Nothing Stronger Than Our Love
20515,,,,,,,,,,,,,,,,Paul Simon/Phoebe Snow,['Paul Simon/Phoebe Snow'],Gone At Last
20521,,140.76,False,0.336,0.1479999999999999,9.0,-24.039,1.0,0.0515,0.901,0.904,0.0986,0.0547,119.831,18.0,"John Williams/""Jaws"" Soundtrack","['John Williams/""Jaws"" Soundtrack']","Main Title (Theme From ""Jaws"")"
20523,[],,,,,,,,,,,,,,,Gary Toms Empire,['Gary Toms Empire'],7-6-5-4-3-2-1 (Blow Your Whistle)
20524,[],,,,,,,,,,,,,,,John Dawson Read,['John Dawson Read'],A Friend Of Mine Is Going Blind
20525,['bubblegum pop'],,,,,,,,,,,,,,,Jim Stafford,['Jim Stafford'],I Got Stoned And I Missed It
20526,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'soft rock', 'sunshine pop']",,,,,,,,,,,,,,,The Grass Roots,['The Grass Roots'],Mamacita
20528,,,,,,,,,,,,,,,,Baron Stewart,['Baron Stewart'],We Been Singin' Songs
20531,[],,,,,,,,,,,,,,,AWB,['AWB'],If I Ever Lose This Heaven
20534,['outlaw country'],,,,,,,,,,,,,,,Jessi Colter,['Jessi Colter'],You Ain't Never Been Loved (Like I'm Gonna Love You)
20535,,,,,,,,,,,,,,,,The Nitty Gritty Dirt Band,['The Nitty Gritty Dirt Band'],(All I Have To Do Is) Dream
20538,,,,,,,,,,,,,,,,Pat Lundi,['Pat Lundi'],Party Music
20541,['funk'],,,,,,,,,,,,,,,Buddy Miles,['Buddy Miles'],Rockin' And Rollin' On The Streets Of Hollywood
20542,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",,,,,,,,,,,,,,,Chicago,['Chicago'],Brand New Love Affair (Part I & II)
20548,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",,,,,,,,,,,,,,,Ray Charles,['Ray Charles'],Living For The City
20554,,,,,,,,,,,,,,,,The Captain,"['The Captain', 'Tennille']",Love Will Keep Us Together
20555,,,,,,,,,,,,,,,,The Choice Four,['The Choice Four'],When You're Young And In Love
20557,[],,,,,,,,,,,,,,,Ralph Carter,['Ralph Carter'],When You're Young And In Love
20558,,,,,,,,,,,,,,,,Hamilton Bohannon,['Hamilton Bohannon'],Foot Stompin Music
20567,"['adult standards', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Frank Sinatra,['Frank Sinatra'],I Believe I'm Gonna Love You
20575,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,Smokey,['Smokey'],If You Think You Know How To Love Me
20577,[],,,,,,,,,,,,,,,The Hudson Brothers,['The Hudson Brothers'],Rendezvous
20578,[],,,,,,,,,,,,,,,Sharon Paige and Harold Melvin,"['Sharon Paige and Harold Melvin', 'The Blue Notes']",Hope That We Can Be Together Soon
20582,,,,,,,,,,,,,,,,East L.A. Car Pool,['East L.A. Car Pool'],Like They Say In L.A.
20591,,,,,,,,,,,,,,,,Christopher Paul,"['Christopher Paul', 'Shawn']",For Your Love
20593,[],,,,,,,,,,,,,,,Jim Gilstrap,['Jim Gilstrap'],House Of Strangers
20594,[],,,,,,,,,,,,,,,Travis Wammack,['Travis Wammack'],(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool
20597,,,,,,,,,,,,,,,,Tony Camillo's Bazuka,"[""Tony Camillo's Bazuka""]",Dynomite-Part I
